"country","year","life_expectancy_at_birth_SEX_MLE","life_expectancy_at_birth_SEX_BTSX","life_expectancy_at_birth_SEX_FMLE","bcg_immunization_coverage","dtp_immunization_coverage","hepb3_immunization_coverage","hib3_immunization_coverage","hpv_immunization_coverage","mcv1_immunization_coverage","mcv2_immunization_coverage","pab_immunization_coverage","pcv3_immunization_coverage","pol3_immunization_coverage","rotac_immunization_coverage","che_%_of_gdp","ext_%_of_che","gghe-d_%_of_che","oop_%_of_che","pvt-d_%_of_che","alc_consump_per_capita_liters_SEX_MLE","alc_consump_per_capita_liters_SEX_FMLE","alc_consump_per_capita_liters_SEX_BTSX","alc_expenditure_%_of_household","preterm_birth_rate_per_100","low_birth_weight_prevalence","pregnant_women_anaemia_prevalence_SEX_FMLE","pregnant_women_anaemia_prevalence_SEVERITY_MODERATE","pregnant_women_anaemia_prevalence_SEVERITY_MILD","pregnant_women_anaemia_prevalence_SEVERITY_TOTAL","pregnant_women_anaemia_prevalence_SEVERITY_SEVERE","pregnant_women_mean_hemoglobin","children_anaemia_prevalence_SEX_BTSX","children_anaemia_prevalence_SEVERITY_MILD","children_anaemia_prevalence_SEVERITY_MODERATE","children_anaemia_prevalence_SEVERITY_TOTAL","children_anaemia_prevalence_SEVERITY_SEVERE","children_mean_hemoglobin","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","underweight_adults_prevalence_SEX_FMLE","underweight_adults_prevalence_SEX_BTSX","underweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_BTSX","overweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_FMLE","obese_adults_prevalence_SEX_BTSX","obese_adults_prevalence_SEX_MLE","obese_adults_prevalence_SEX_FMLE"
"CHN",2010,71.97688,74.65168,77.71579,99,99,99,NA,NA,99,99,NA,NA,99,NA,4.23,0.12,51.91,40.8,47.97,9.32792,2.39453,5.90146,NA,6.1101,5.2,20.2,7.8,12,20.2,0.4,123,19,13.3,5.4,19,0.3,120,4.87205,5.21474,5.37957,5.0253,3.82626,6.06459,5.60962,5.09105,4.30782,24.55205,11.72174,20.71518,19.02309,17.00071,15.0852,20.1928,12.73149,15.61088,7.84799,2.98864,10.52601,4.71023,2.25007,5.32433,7.35652,5.95875,4.22554,7.73965,6.60954,5.4981,27.14402,28.50438,25.76081,4.04613,3.73261,4.36491
"CHN",2016,73.89046,76.71572,79.94363,99,99,99,NA,NA,99,99,NA,NA,99,NA,4.98,0,58.1,35.91,41.9,11.34499,2.91072,7.17558,NA,6.12692,5,19,6.9,11.9,19,0.3,122,18.3,13.6,4.5,18.3,0.2,120,3.8491,4.28722,4.44837,4.09909,3.13121,5.15812,4.73099,4.23317,3.46189,28.51913,15.23586,24.49641,22.32876,20.89695,19.41541,24.32568,16.69496,19.05334,11.54125,5.07983,15.13253,7.33608,3.86969,8.49681,11.42383,9.42538,6.85983,6.47764,5.23874,4.01934,33.05499,35.8711,30.19383,5.86595,5.76584,5.96766
"NLD",2019,80.84522,82.33883,83.76003,NA,94,92,94,53,94,90,NA,93,94,NA,10.14,0.03,65.99,10.42,33.98,14.51377,4.22639,9.30324,NA,6.80836,5.7,17.2,5.3,11.6,17.2,0.2,120,15.5,12.5,3,15.5,0,121,0.71409,1.38575,1.57298,1.18941,0.91081,1.87514,1.64594,1.40577,0.81487,20.83423,15.59809,18.30506,17.15098,17.32998,17.8659,19.38658,16.30746,16.39267,5.05545,3.7916,5.81318,4.25951,3.57863,4.41085,5.00137,4.63093,4.11707,2.17846,1.42863,0.65749,51.8641,57.87622,46.01815,16.5379,16.10272,16.96105
"JPN",2001,78.40939,81.84226,85.08563,NA,95,NA,NA,NA,98,NA,NA,NA,81,NA,7.24,0,80.96,15.79,19.04,12.18572,3.37822,7.65855,1.1,NA,11.2,25.9,12,12,25.9,1.9,116,14.9,11.9,2.9,14.9,0.1,121,1.58086,2.32192,2.85707,1.76278,2.125,3.18104,2.52703,1.8434,1.85877,20.04109,11.78448,17.97069,17.05445,15.30326,14.16736,17.16723,12.5162,14.47781,4.85554,2.44838,6.57188,3.06393,2.17559,3.98919,5.46388,4.97353,3.60554,10.76166,8.24895,5.58021,22.08885,25.20648,19.1535,2.70553,2.57373,2.82962
"COG",2014,61.53702,61.64003,61.74484,95,90,90,90,NA,80,NA,85,85,90,60,1.97,18.17,47.99,31.19,33.83,8.30575,2.22029,5.23619,NA,NA,11.5,52.9,23.7,27.3,52.9,1.9,108,63.9,28.7,33.7,63.9,1.5,104,4.44081,7.7302,10.61671,4.81407,6.44297,13.3933,9.24503,5.06131,5.44829,8.55219,9.33828,7.37916,6.5988,7.52903,5.17772,6.87574,7.68044,7.96271,1.45029,0.9154,2.3808,0.5078,1.18539,1.45334,1.98582,1.72306,1.45537,11.93652,14.25988,16.631,21.49009,12.34498,30.45104,6.84983,2.85042,10.76869
"PSE",2009,65.49709,69.43076,73.7582,99,97,97,97,NA,97,97,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,14.5,20.8,36,0.8,115,NA,20.6,12.6,33.5,0.3,115,3.03095,3.97534,5.38619,2.5356,5.1192,5.53948,3.90939,2.25586,4.09115,19.82622,27.05329,22.36236,23.81842,23.86293,22.45637,21.12105,25.39423,25.42431,7.75934,7.51427,7.21791,8.31771,7.06054,7.56907,7.62277,7.85521,7.46072,2.32544,2.46896,2.61762,59.89452,56.19919,63.46217,27.45782,21.61066,33.10295
"GIN",2020,59.65102,61.15586,62.53888,73,47,47,47,NA,47,NA,83,NA,48,NA,3.88,12.31,19.92,57.17,67.77,0.91512,0.14515,0.51717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43638,8.08057,10.63745,5.44495,8.36573,12.00154,8.7749,5.45009,6.92371,12.5054,13.7148,9.41741,7.56318,11.46417,13.33917,12.91584,13.57396,10.5929,4.2057,3.02169,4.62567,3.77254,2.57127,3.03708,3.052,2.10707,2.33569,9.17474,10.06243,11.02382,24.46623,18.16007,30.28899,7.4448,4.33972,10.31187
"SAU",2008,72.09741,72.99777,74.38712,98,98,98,98,NA,97,98,NA,NA,98,NA,2.97,NA,63.59,19.37,36.41,0,0,0,NA,NA,NA,29.1,11.3,17.2,29.1,0.6,117,24,16.5,7.3,24,0.2,118,12.2034,9.71399,11.28587,8.08458,13.07992,10.31003,8.14392,5.92816,12.65499,20.9835,29.3641,28.08172,31.94268,26.80163,18.04576,19.55931,25.47467,30.668,8.15401,9.88681,9.52224,6.69994,11.5553,11.50369,13.06348,14.98968,13.29195,4.15142,4.0304,3.95245,64.32859,63.81377,65.12796,30.44682,27.05528,35.7128
"CPV",2010,70.86108,74.2317,77.40396,99,99,98,NA,NA,97,NA,92,NA,99,NA,4.48,6.04,63.25,28.08,30.7,8.97001,2.38197,5.63441,NA,NA,NA,40.8,18.3,20.9,40.8,1.6,113,50.5,25.1,24.2,50.5,1.3,109,9.33811,9.40773,9.59224,9.21839,7.41017,10.55904,9.87145,9.16518,8.36269,8.79557,12.42376,6.18063,5.02204,9.05591,11.06777,9.91818,12.00655,8.67329,3.14647,3.16866,2.6126,3.69318,2.93555,2.32408,1.50107,1.00859,1.95915,6.54342,6.81031,7.08525,33.35036,26.522,39.97872,9.30062,5.05437,13.42251
"PRK",2010,66.94994,70.02264,72.78215,98,93,93,NA,NA,99,76,91,NA,99,NA,NA,NA,NA,NA,NA,7.2642,1.78578,4.42827,NA,NA,NA,37.2,14.6,22.1,37.2,0.6,114,32.5,21.1,10.9,32.5,0.5,115,8.24959,9.85601,11.65694,7.96236,9.27572,12.72424,10.34022,7.83365,8.77557,16.80644,10.22319,14.08852,12.87031,12.44203,11.79887,14.36569,10.71077,11.57991,6.47753,3.23185,8.42376,4.43077,2.69461,4.69829,6.09293,5.04821,3.9009,14.11085,13.63291,13.11574,26.15412,22.70267,29.34379,6.1894,4.54286,7.71105
"PRI",2008,74.93518,78.51538,81.99339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30343,3.83682,4.46439,3.18179,3.80789,4.7649,3.96164,3.12687,3.56226,28.86819,26.87799,26.3017,25.12691,26.27544,24.85256,26.91295,26.24804,25.98561,15.70177,14.53095,16.02831,15.35767,14.15775,13.48849,12.48973,10.86999,12.48224,3.04049,2.67059,2.25162,67.04758,65.97309,67.99624,32.15191,27.98774,35.82839
"HRV",2006,72.47621,76.02871,79.48365,99,96,NA,96,NA,95,98,NA,NA,96,NA,6.91,NA,84.66,13.31,15.34,15.09245,4.07207,9.30192,1.6,NA,5,24.6,9.4,14.6,24.6,0.6,119,19.4,14,5.2,19.4,0.1,120,2.37878,2.08399,2.0675,2.10101,2.13832,2.03499,2.00521,1.97452,2.25627,29.78815,16.94822,27.84812,26.95749,23.70648,24.87566,27.37841,19.42872,22.02743,11.91004,6.17591,13.86293,9.88177,4.48829,8.3976,10.5486,9.02705,6.79148,2.89374,1.98002,0.96219,59.19747,64.42817,54.50178,21.61994,20.38802,22.72585
"KHM",2004,60.1452,62.73255,65.09221,95,85,NA,NA,NA,80,NA,79,NA,86,NA,7.08,16.19,19.4,56.23,64.44,4.18757,0.99217,2.54058,NA,NA,13.9,54.3,25.6,26,54.3,2.6,107,61.3,27.7,31.9,61.3,1.7,105,7.4927,8.71681,10.20848,7.18236,8.49136,11.00696,9.05098,7.0378,7.99878,11.48169,3.20433,9.33724,8.34006,6.42386,3.90487,7.74453,3.42696,5.80921,3.13974,0.5117,5.38543,0.83245,0.36228,2.15209,3.74676,2.98477,1.69243,19.45894,16.96364,14.27658,9.87271,8.54418,11.10643,1.2065,0.87659,1.51286
"TGO",2013,58.46131,60.7123,63.21398,97,84,84,84,NA,72,NA,77,NA,84,NA,4.94,16.4,20.07,57.87,63.53,2.81055,0.64049,1.72426,NA,NA,14.9,55,26.5,25.5,55,2.9,107,73.2,26,43,73.2,4.2,100,3.32762,6.13022,8.90846,3.30124,6.71541,10.26951,6.81023,3.28483,5.03571,11.45579,12.08457,8.82566,7.19334,10.29083,11.2975,11.37731,11.78276,9.61581,3.22706,2.07764,3.77426,2.6706,1.70883,2.25465,2.42849,1.59327,1.6505,8.81682,8.75356,8.69,22.55834,16.96756,28.1226,6.58487,3.27993,9.87413
"GRD",2011,69.40243,72.1225,75.73295,NA,95,94,95,NA,95,85,NA,NA,95,NA,5.8,0.01,41.63,54.28,58.36,11.83192,3.04889,7.46138,NA,NA,NA,23.1,8.7,13.9,23.1,0.5,120,23.9,16.4,7.3,23.9,0.2,118,3.85462,4.07203,4.38424,3.74565,3.74509,4.66295,4.19176,3.69763,3.79884,31.36762,28.21646,28.5598,27.3354,28.00275,25.61387,28.54416,27.42044,27.76546,15.50028,12.10442,17.48534,13.44011,11.51588,12.90018,13.6614,11.9939,11.76057,3.9562,4.66488,5.36828,52.16579,43.07663,61.32312,22.62353,13.14561,32.17254
"LVA",2003,65.34924,70.55494,75.53669,97,98,98,96,NA,98,97,NA,NA,98,NA,5.48,NA,49.83,48.56,50.17,16.13789,4.57073,9.73942,NA,NA,5,26.1,10.2,15.2,26.1,0.7,118,25,16.6,8.2,25,0.3,118,1.80215,1.93712,1.79448,2.0813,1.6394,1.8435,2.00568,2.16968,1.72038,22.037,12.36461,16.3557,14.56007,15.02198,17.80911,19.93311,13.67381,13.46848,6.19573,2.66349,7.35958,5.02077,1.9172,3.51003,4.34749,3.3955,2.66048,3.30795,2.72118,1.98477,54.02452,54.46962,53.66988,21.29429,16.91652,24.78245
"IRL",2011,78.30956,80.38546,82.4327,41,95,95,95,82,92,NA,NA,90,95,NA,10.61,NA,72.07,13.68,27.93,19.01756,5.77965,12.28934,NA,6.20128,5.4,16.5,5.2,11,16.5,0.3,120,12.5,10.2,2.2,12.5,0,122,0.69863,0.99524,1.19753,0.78293,0.96971,1.32295,1.08238,0.82953,0.83726,29.37833,29.02468,28.17558,27.51345,28.67531,29.51649,29.44584,29.19977,28.25026,9.12311,8.47516,9.29634,8.94179,8.2172,8.76669,9.04447,8.9058,8.57007,1.26433,0.97585,0.67634,64.72172,71.55727,58.13762,25.84392,27.20624,24.53172
"BEN",2004,56.9,58.86877,60.78712,89,72,75,NA,NA,63,NA,93,NA,74,NA,3.23,12.01,35.93,48.58,52.06,4.18695,0.92392,2.51574,NA,NA,18.4,61,33.9,21.6,61,5.5,104,78,23,48.1,78,7,97,4.42662,7.5083,10.55058,4.38142,8.26221,12.00034,8.22216,4.35306,6.37625,8.19829,9.56719,6.28425,5.07164,8.02245,10.19425,9.1797,9.80898,7.29269,3.09204,2.35081,3.00123,3.18592,1.82669,2.22002,2.09278,1.51724,1.67013,10.44683,10.78774,11.14849,18.27557,13.88861,22.42135,5.03978,2.64056,7.3071
"NOR",2019,81.12368,82.65752,84.16422,NA,97,96,97,91,97,95,NA,95,97,95,10.44,0,85.72,13.92,14.28,10.48831,3.09035,6.80397,NA,5.55145,4.5,16.7,5.1,11.4,16.7,0.2,120,13.5,11.1,2.3,13.5,0,122,0.77642,1.37665,1.86831,0.85809,1.65973,1.97129,1.44962,0.8986,1.22917,22.77922,20.99149,23.82158,24.33624,22.73772,22.81054,22.79449,21.59457,22.70963,6.04937,4.73013,7.21633,4.82226,4.68444,5.91654,7.04141,6.95505,5.85081,1.83633,1.22371,0.61489,59.09029,67.78666,50.33951,18.98198,20.08627,17.87078
"CRI",2019,77.92611,80.30073,82.71071,99,95,94,96,39,95,93,NA,95,96,59,7.22,0,72.54,22.32,27.46,5.61794,1.30165,3.45249,NA,NA,8.7,17.6,5.6,11.8,17.6,0.2,121,19,14.5,4.5,19,0.1,120,1.88432,2.60166,3.0207,2.16376,1.92979,3.55135,2.93942,2.29979,1.90755,33.05124,34.12101,31.62936,30.93772,32.23186,30.27426,31.69292,32.86147,32.49413,13.68241,11.99181,15.08909,12.21325,11.88401,12.70944,13.39617,12.5727,12.23598,2.04417,2.2734,2.5051,66.08363,61.01987,71.09357,29.735,23.4676,35.93577
"BRA",2002,68.64118,72.03663,75.5529,99,99,92,93,NA,96,80,65,NA,99,NA,8.7,0.32,42.39,36.41,57.3,13.6391,3.70227,8.56512,NA,NA,8.1,25.8,10.2,14.9,25.8,0.7,119,24.3,14.9,8.9,24.3,0.6,119,3.10552,3.78723,4.51507,3.03808,4.18578,4.67557,3.85157,3.00544,3.65474,26.84557,17.00078,20.02985,16.70795,19.57493,23.45869,25.18064,19.1067,16.85242,10.09944,5.25289,11.58168,8.56642,3.64949,6.03848,6.80174,4.47205,4.06621,5.31155,4.42907,3.50264,42.00709,41.29614,42.68431,12.53112,9.82749,15.10652
"ECU",2004,70.83294,73.96569,77.26531,99,88,88,86,NA,99,NA,60,NA,90,NA,5.57,1.18,31.11,60.84,67.72,5.88636,1.77483,3.81393,NA,NA,11.3,27,12.3,13.3,27,1.5,118,30.1,18.9,10.8,30.1,0.3,116,1.20117,1.52294,1.97834,1.05051,1.91168,2.01395,1.50133,0.97038,1.56347,24.5963,30.35858,21.21307,19.40557,25.38059,28.47322,26.49634,29.70398,24.7858,9.46857,6.74269,10.38778,8.51218,5.80156,6.89877,7.04922,5.26559,5.52886,1.69322,2.07584,2.4667,51.3343,44.15804,58.35909,14.3934,9.56171,19.12311
"TUR",2017,74.54174,77.07085,79.5995,93,96,96,96,NA,96,86,95,96,96,NA,4.18,NA,77.71,17.38,22.29,3.24603,0.45166,1.84355,NA,11.00704,13.2,NA,11.3,17.9,29.7,0.5,116,NA,18,7.1,25.2,0.1,117,1.9088,2.12266,2.36545,1.86696,1.67327,2.7079,2.28824,1.84626,1.78798,28.30482,27.57878,27.49706,27.09743,27.31997,26.23331,27.29594,27.13346,27.33187,10.38551,8.80746,11.71267,8.98766,8.71831,9.10259,9.3828,8.23012,8.46789,2.67907,2.23078,1.77721,66.16288,63.72032,68.57699,31.2609,23.38239,39.04766
"POL",2020,72.4349,76.38788,80.44536,91,94,90,94,NA,92,86,NA,88,86,NA,6.5,0.06,71.89,20.03,28.04,18.74283,5.15821,11.65664,NA,7.29171,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99153,2.92635,2.85597,3.00055,2.4614,3.05458,3.03046,3.00507,2.71895,27.4746,19.7629,25.25588,24.13905,23.22407,23.71737,25.64922,21.08193,22.00673,9.40015,5.40796,11.57511,7.09835,4.56193,7.19923,8.89824,7.55079,6.09444,2.60117,1.75455,0.82694,67.77116,76.53512,59.77226,30.4156,32.29361,28.70153
"HTI",2019,63.17866,63.66019,64.16413,73,51,51,51,NA,65,41,81,42,51,48,3.91,42.26,10.42,39.04,47.32,5.56861,1.39749,3.45064,NA,NA,NA,48.7,22.7,23.7,48.7,2.3,110,60.1,28.6,30.2,60.1,1.3,106,3.96234,4.1324,4.41408,3.84728,3.79938,4.74069,4.26601,3.78649,3.88021,38.87166,11.87695,36.1199,34.65776,23.82716,10.45226,24.77461,11.38445,23.32516,13.02175,2.51644,22.21219,3.68443,1.89936,10.42906,18.24632,16.13907,9.05534,10.51736,13.19127,15.96307,27.58479,19.6096,35.27834,9.34258,5.69262,12.86364
"UGA",2009,56.53217,59.05814,61.50676,90,79,79,79,NA,77,NA,89,NA,78,NA,5.79,41.5,14.28,42.85,44.22,23.08382,5.709,14.11462,NA,NA,NA,40.2,18.3,20.1,40.2,1.8,113,61.2,23.1,34.3,61.2,3.8,104,4.73651,6.66231,8.72479,4.61414,7.72936,9.36436,6.9387,4.53602,6.23072,6.91232,10.34515,4.00666,2.13977,6.99732,9.37515,8.14556,9.96723,6.26199,1.47394,1.32635,1.14435,1.80254,1.0224,0.95151,0.57405,0.20763,0.61695,10.69561,11.45697,12.27632,13.36938,6.64085,19.62171,2.91158,0.93593,4.74742
"KEN",2010,59.43557,61.28276,63.13132,99,90,90,90,NA,86,NA,78,NA,90,NA,5.39,28.8,28.96,30.18,42.23,4.17927,0.88736,2.51236,NA,8.75466,10.9,41.3,19.9,19,41.3,2.4,113,39.9,20.8,17.4,39.9,1.7,112,4.98369,9.12227,12.31022,5.9257,6.9586,15.64805,11.07967,6.50965,5.97434,10.28315,11.39379,6.71517,4.48981,8.83693,10.27182,10.27751,10.96443,7.94118,3.20964,1.98072,3.92606,2.48856,1.6659,2.06855,2.15615,1.05225,1.35902,9.83446,12.93245,16.11986,21.84709,13.18076,30.27026,6.12183,2.73938,9.40938
"COD",2008,54.77367,56.32189,57.87865,79,68,68,NA,NA,64,NA,75,NA,67,NA,4.31,38.21,5.83,49.69,55.95,6.64832,1.74095,4.14762,NA,NA,11.5,53,26.5,23.1,53,3.3,108,70.5,24.2,41.6,70.5,4.7,101,5.63751,9.86957,13.71661,6.01737,10.7832,15.59732,10.93225,6.26091,8.21207,9.74133,7.83682,7.47397,6.02029,7.82276,8.69482,9.21842,8.17201,6.92795,2.98962,2.44463,2.57222,3.40758,1.82724,2.13058,1.81695,1.33272,1.57981,16.81999,19.19631,21.67787,12.9123,9.64395,16.04205,3.18971,2.13457,4.2001
"FRA",2003,75.70835,79.09103,82.39497,84,97,28,87,NA,87,NA,NA,NA,96,NA,10.08,NA,72.64,7.38,27.36,21.11274,6.05682,13.26282,NA,NA,7.6,14.5,4.5,9.8,14.5,0.3,121,10.7,8.5,2.1,10.7,0.1,123,1.96118,2.51652,2.89375,2.12188,2.03046,3.29811,2.75955,2.19685,1.99665,22.32337,19.08816,20.94584,20.3006,20.40523,21.45061,21.89744,19.83967,19.70766,6.18295,4.30413,7.52664,4.77336,4.08523,5.27216,6.19749,5.57491,4.84639,4.66517,3.18365,1.55973,45.64515,52.10127,39.75519,13.57355,13.13848,13.97047
"BIH",2021,72.55525,74.84944,77.19797,94,76,79,72,NA,61,63,NA,NA,75,NA,9.56,0.66,68.3,30.71,31.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24944,3.53778,3.97046,3.08772,3.75394,4.07582,3.55244,3.00982,3.50752,42.23859,22.10667,36.18876,33.24474,31.17956,33.98705,38.20822,25.96902,27.77619,17.9685,9.25591,20.89265,14.90593,6.53424,11.66167,13.97448,10.60791,8.60783,2.8082,1.84287,0.83091,62.51721,69.58921,55.77108,24.82762,23.70741,25.89622
"CMR",2015,57.21855,58.9844,60.819,81,76,76,76,NA,71,NA,85,77,75,67,3.6,9.91,10.12,69.94,79.97,17.15765,4.4229,10.72374,NA,NA,12.7,46.6,20.7,24.2,46.6,1.7,111,62.1,26.3,33.3,62.1,2.5,104,2.76518,4.78648,6.82866,2.73374,5.15061,7.89096,5.30731,2.7139,3.96228,12.46758,18.43201,10.85974,9.84188,13.89825,14.60696,13.53334,16.95247,14.12885,3.35137,3.1577,3.15639,3.54778,2.91164,2.64552,2.13598,1.49,2.19948,6.27747,6.43744,6.60125,33.70211,27.14118,40.10896,10.91414,6.3346,15.38614
"SSD",2009,55.87145,57.82228,59.74307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,18.9,20.5,41.3,1.9,113,60.4,24.4,32.6,60.4,3.3,104,4.7164,7.47753,9.57511,5.34752,6.43772,11.71944,8.76075,5.77298,5.58719,8.9942,11.67497,6.24962,4.37376,8.4288,9.10888,9.05087,10.64167,8.00652,3.21735,2.80835,3.4631,2.96575,2.70225,2.5039,2.20408,1.34358,2.01959,19.01166,17.75382,16.39137,16.02657,11.24806,20.43818,4.12585,2.21157,5.89316
"BLZ",2003,69.18055,71.80039,74.72798,99,96,96,96,NA,96,NA,86,NA,95,NA,3.56,7.6,49.6,34.39,42.8,8.59057,2.29183,5.45053,NA,NA,10.9,26.6,11.5,13.9,26.6,1.2,118,25.1,17.2,7.4,25.1,0.5,117,3.28745,2.9838,2.75237,3.22003,2.37719,2.96302,3.07199,3.18269,2.82567,28.09576,29.21813,26.07413,24.93905,27.12824,26.37373,27.24733,28.20421,27.06183,13.79144,11.59611,14.68402,12.87239,10.88916,11.60475,11.61322,9.88906,10.38519,3.40422,3.55974,3.71427,57.19285,50.29877,64.13103,27.06364,18.78118,35.39908
"SYR",2014,53.41815,60.24065,68.94651,81,56,56,56,NA,65,60,92,NA,62,NA,NA,NA,NA,NA,NA,0.49417,0.0606,0.27643,NA,NA,NA,33.1,13,19.4,33.1,0.7,115,30.9,20,10.5,30.9,0.3,115,4.92798,5.2777,6.0164,4.4991,5.49819,6.35083,5.31507,4.2204,5.21998,29.85629,29.63435,30.6698,31.1948,29.69133,27.16072,28.5411,28.66003,30.43614,13.02852,11.23103,14.19294,11.80639,10.85714,12.39328,13.49599,13.04622,11.98194,2.59164,2.96638,3.34734,66.35405,64.32023,68.35472,28.49101,21.50521,35.36289
"UKR",2017,68.06264,73.00099,77.66799,84,50,52,39,NA,86,84,NA,NA,48,NA,7.44,1.66,47.27,49.18,51.07,14.58772,3.83453,8.71442,NA,NA,5.7,22.7,8.1,14.3,22.7,0.3,119,24.6,17.6,6.9,24.6,0.1,118,4.76321,4.97025,5.0105,4.92763,5.47379,4.72778,4.87344,5.02728,5.12943,30.05089,7.59776,21.49456,16.27312,16.81019,18.86627,24.63052,11.84997,12.05384,7.32403,2.38281,9.75611,4.73765,0.95567,4.07608,5.67519,3.18483,2.10067,2.28796,1.6237,0.81796,59.14729,57.15555,60.78931,26.31179,19.96027,31.54807
"BGD",2004,65.73796,67.36951,69.33855,96,99,11,NA,NA,81,NA,89,NA,88,NA,2,10.02,24.06,63.1,65.92,0.00407,0.00056,0.00234,NA,NA,25.3,46.3,20.5,24.1,46.3,1.7,111,51.7,25.5,24.7,51.7,1.5,108,17.94597,22.59796,29.62682,15.34675,31.97131,28.38158,21.2878,13.96213,25.06107,2.96181,4.01954,3.9136,4.41914,3.66755,2.27646,2.62414,3.41371,4.22255,0.66758,0.58531,0.63645,0.69965,0.5244,0.63598,0.68509,0.71093,0.61917,35.94059,32.74947,29.64144,8.48649,7.66151,9.33352,1.14446,0.72145,1.57877
"GHA",2018,62.98373,65.51554,68.17912,98,97,97,97,NA,92,83,89,96,98,94,3.81,9.74,46,33.4,44.26,7.40616,1.75359,4.54779,NA,7.99033,14.5,48.1,20.9,25.8,48.1,1.4,110,61,28,31.2,61,1.8,105,9.39043,8.10447,9.25289,6.9311,8.87629,9.47846,7.49088,5.46231,9.13037,19.33287,15.28529,13.16102,9.46444,14.70577,17.95638,18.65263,16.28406,12.34516,9.64258,4.94611,11.51481,7.72628,3.28571,5.49041,6.02314,2.73394,3.00701,6.14721,6.66899,7.2052,32.90611,21.27321,44.22578,10.782,4.12984,17.25504
"BLR",2000,63.18998,68.79297,74.58314,99,99,70,NA,NA,98,92,NA,NA,99,NA,5.28,0.09,78.67,16.01,21.15,20.81163,5.75789,12.63263,3.5,NA,5.3,28.1,11.5,15.7,28.1,0.9,118,24.8,15.5,8.7,24.8,0.5,118,2.95004,2.80181,2.7832,2.82081,2.86901,2.75159,2.76236,2.77334,2.90907,22.11998,10.75624,17.67749,16.04099,15.03073,16.61197,19.39685,12.32943,13.42457,6.31849,2.73383,7.83254,4.7701,1.9858,3.80176,4.84814,3.74876,2.87594,3.41728,2.71545,1.86998,53.02583,48.69813,56.6183,20.32302,12.98495,26.41442
"ZAF",2019,62.49607,65.83739,68.84885,84,85,85,85,43,83,79,90,86,85,83,8.24,1.12,58.34,5.73,40.53,15.20125,2.92634,8.76621,NA,12.96035,16.6,30.8,12.3,17.8,30.8,0.6,118,44.4,22.7,20.2,44.4,1.5,111,2.37582,3.5689,4.90654,2.18397,3.55329,5.68857,3.91174,2.0733,2.97511,17.79128,29.04027,15.96585,14.91096,21.00518,21.33824,19.53298,26.22263,21.8552,6.97767,8.82919,6.12078,7.86584,9.38491,7.15024,5.5286,5.1864,7.24987,2.65806,5.29377,8.21884,53.21204,35.03332,69.59242,28.84686,12.57199,43.51174
